"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"758","Deadlock II: Shrine Wars","Oct 23, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cyberlore Studios, Inc., Accolade","Atari, Nightdive Studios"
"759","Train Town","Aug 26, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","N3V Games","N3V Games"
"760","Crab Cakes Rescue","Nov 14, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Mission Critical Studios","KISS ltd, Maximum Games"
"765","7th Legion","Oct 23, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Epic MegaGames, Vision Software","Atari, Nightdive Studios"
"766","Logistics Company","Nov 5, 2014","$17.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Crenetic GmbH Studios","rondomedia GmbH"
"768","Millennium 2 - Take Me Higher","Jul 10, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Aldorlea Games","Aldorlea Games"
"769","Prophour23","Oct 22, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Secret Pie","The Secret Pie, Kurki.games"
"771","Inescapable","May 22, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Magnetic Realms","Magnetic Realms"
"772","Realms of Arkania 2 - Star Trail Classic","Jan 10, 2014","$0.59","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","attic Entertainment Software GmbH","United Independent Entertainment"
"773","Dark Lore Mysteries: The Hunt For Truth","Apr 8, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"777","Mirror Mysteries 2","Apr 10, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"778","Voodoo Whisperer Curse of a Legend","Apr 8, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"779","Deadstone","Nov 12, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Timeslip Softworks","Timeslip Softworks"
"783","The Dungeoning","Apr 24, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nick Donnelly","Nick Donnelly"
"784","White Haven Mysteries","Apr 17, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"785","Truffle Saga","Jun 6, 2014","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Colossal Games","KISS ltd"
"786","Towtruck Simulator 2015","Mar 11, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","United Independent Entertainment","United Independent Entertainment"
"790","Moto Racer Collection","Oct 2, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Microids","Microids"
"791","Pajama Sam 4: Life Is Rough When You Lose Your Stuff!","May 29, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"792","A City Sleeps","Oct 16, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Harmonix Music Systems, Inc","Harmonix Music Systems, Inc"
"793","Driving School Simulator","Sep 25, 2014","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ovilex Software","United Independent Entertainment"
"794","Hexus","Sep 17, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","iMax-Gen","HH Games"
"795","The Sacred Tears TRUE","Sep 25, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AlphaNuts","AlphaNuts"
"797","Evil Pumpkin: The Lost Halloween","Jul 11, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Two Desperados","Two Desperados"
"798","Space Legends: At the Edge of the Universe","Nov 24, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Red Hedgehog","Viva Media"
"800","Project Root","May 1, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","OPQAM","Reverb Triple XP"
"801","Beyond Space Remastered Edition","Jun 16, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Silesia Games Sp. z o.o.","Plug In Digital"
"802","Realms of Arkania 3 - Shadows over Riva Classic","Jan 10, 2014","$0.59","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","attic Entertainment Software GmbH","United Independent Entertainment"
"804","eXperience 112","Oct 24, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lexis Numerique","Microids"
"811","Tex Murphy: The Pandora Directive","Jun 12, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Access Software","Nightdive Studios"
"815","Skilltree Saga","Dec 4, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Silent Dreams","Headup Publishing"
"816","Hard Truck Apocalypse: Arcade / Ex Machina: Arcade","Mar 14, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Targem Games","ESDigital Games"
"818","Sparkle Unleashed","Apr 14, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","10tons Ltd","10tons Ltd"
"819","School Bus Fun","Jul 3, 2014","$0.79","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fancy Bytes, Reactor","United Independent Entertainment"
"821","Gods vs Humans","Oct 10, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Artefacts Studio","Microids Indie"
"824","Residue: Final Cut","Aug 1, 2014","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Working Parts","The Working Parts"
"826","The Nightmare Cooperative","Jul 16, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lucky Frame","Blazing Griffin"
"828","Shadowcrypt","Sep 15, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","One-bit Punch","One-bit Punch"
"831","Ilamentia","Nov 25, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","caiys","caiysware"
"832","The Egyptian Prophecy: The Fate of Ramses","Jun 6, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MC2","Microids"
"833","Lost Civilization","Apr 15, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Icarus Games","Phoenix Online Publishing"
"835","Putt-Putt and Pep's Balloon-o-Rama","Apr 17, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"837","The Joylancer: Legendary Motor Knight","Nov 7, 2014","$3.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","alpha six productions","Digerati"
"844","Haegemonia: The Solon Heritage","May 1, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Digital Reality","Microids"
"845","Explodemon","Mar 25, 2014","$8.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Curve Studios","Curve Digital"
"851","Cyto","Jul 10, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Room 8 Studio","Room 8 Studio"
"854","Shiny The Firefly","May 16, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Stage Clear Studios","Headup Publishing"
"855","Bombing Bastards","Dec 4, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sanuk Games","Sanuk Games"
"857","Necronomicon: The Dawning of Darkness","Jul 11, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cryo Interactive","Microids"
"862","Gardens Inc. – From Rakes to Riches","Mar 25, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","World-Loom, Nitreal","MumboJumbo"
"864","Princess Isabella - Return of the Curse","Apr 15, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"871","Empress Of The Deep 2: Song Of The Blue Whale","May 8, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"872","Dracula 4 and 5 - Special Steam Edition","May 29, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Koalabs","Microids"
"876","Panzer Elite Action Gold Edition","May 16, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zootfly","HandyGames"
"878","The Maker's Eden","Jul 30, 2014","$8.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Screwy Lightbulb","Screwy Lightbulb"
"879","Sky Mercenaries","Dec 16, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PolarityFlow","PolarityFlow"
"880","Cube & Star: An Arbitrary Love","Feb 14, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Doppler Interactive","Doppler Interactive"
"881","Arcadecraft","May 22, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Firebase Industries Ltd.","Firebase Industries Ltd."
"883","Realms of Arkania 1 - Blade of Destiny Classic","Jan 10, 2014","$0.59","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","attic Entertainment Software GmbH","United Independent Entertainment"
"885","Project Temporality","May 20, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Defrost Games","Defrost Games"
"888","Slip","Apr 28, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Handsome Games","Handsome Games"
"890","Woah Dave!","Oct 30, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MiniVisions","Choice Provisions"
"893","Feel-A-Maze","Nov 25, 2014","$2.74","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Five Archers Games","Strategy First"
"894","Cinemaware Anthology: 1986-1991","Nov 14, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cinemaware","Starbreeze Publishing AB"
"898","Rush for Glory","Jun 16, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Parseh Game Studio","KATNAPPE SP. Z O. O."
"899","IGT Slots Paradise Garden","Sep 17, 2014","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fugazo","Viva Media"
"900","Claustrophobia: The Downward Struggle","Sep 9, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Indie Forge","The Indie Forge"
"901","Pixel Hunter","Jul 17, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Lemondo Entertainment","Lemondo Entertainment"
"903","Rime Berta","Dec 16, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","NEXT-SOFT+","PLAYISM"
"904","Dusk 12","Aug 22, 2014","$0.79","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Orion Games","ESDigital Games"
"908","Quantum Rush Champions","Dec 4, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GameArt Studio GmbH","GameArt Studio GmbH"
"910","Abalone","Apr 23, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","","Games-Up"
"914","Lost Chronicles of Zerzura","Jul 10, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cranberry Production","Viva Media"
"917","7 Wonders: Magical Mystery Tour","Feb 18, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MumboJumbo","Accelerate Games"
"918","Hunters Of The Dead","Sep 4, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Traptics","Strategy First"
"920","Robin's Quest","Apr 17, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"921","Empress Of The Deep","May 8, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"922","Monsters Ate My Birthday Cake","Jul 1, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SleepNinja Games","Cartoon Network Games"
"924","Fall of the New Age Premium Edition","Jan 3, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Shaman Games Studio","HH-Games"
"925","The Memory of Eldurim","Feb 7, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Liminal Games","Liminal Games"
"927","Desert Thunder","Mar 19, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Brainbox Games, Hip Games","Funbox Media Ltd"
"931","Warehouse and Logistics Simulator","Feb 25, 2014","$1.19","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","app2fun","United Independent Entertainment"
"933","Enola","Sep 18, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Domaginarium","Plug In Digital"
"934","Titanfall - The Final Hours","Apr 16, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Geoff Keighley","Geoff Keighley"
"936","Devil's Dare 悪魔の挑戦","Oct 21, 2014","$12.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Secret Base","Secret Base"
"939","Sentinel 3: Homeworld","Feb 3, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Origin8","Strategy First"
"940","Captain Morgane and the Golden Turtle","Jan 3, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","WizarBox","Reef Entertainment"
"941","1HEART","Oct 10, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Chicken in The Corn","Chicken in The Corn"
"945","Over The Void","Nov 11, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Exquisite Games","Exquisite Games"
"947","Arcane Worlds","Jan 28, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ranmantaru Games","Ranmantaru Games"
"949","Procyon","Feb 26, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Deadly Red Cube","Deadly Red Cube"
"953","Princess Isabella","Apr 15, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"962","MXGP - The Official Motocross Videogame Compact","Dec 3, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"963","Cherry Tree High I! My! Girls!","Nov 20, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","773","Nyu Media"
"964","Namariel Legends: Iron Lord Premium Edition","Jul 9, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Shaman Games Studio","HH-Games"
"966","ALLTYNEX Second","Dec 11, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SITER SKAIN","Henteko Doujin"
"968","Noir Syndrome","Jun 4, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Glass Knuckle Games","Glass Knuckle Games"
"971","Great Permutator","Sep 15, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ripatti Software","Ripatti Software"
"972","Farming World","May 2, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Excalibur","Excalibur Publishing"
"973","Helicopter Simulator 2014: Search and Rescue","Feb 28, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VipaGames","SIG Publishing"
"976","Descent 2","Feb 19, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Parallax","Interplay Inc."
"980","Voyage: Journey to the Moon","Aug 29, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Microids","Microids"
"981","Elminage Gothic","Sep 18, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Starfish-SD Inc","Ghostlight LTD"
"982","GhostControl Inc.","Jun 6, 2014","$4.74","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","bumblebee","Application Systems Heidelberg"
"984","Fading Hearts","Feb 5, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sakura River Interactive","Sakura River Interactive"
"986","FLASHOUT 2","Jun 6, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Jujubee S.A.","Jujubee S.A."
"991","CAPSULE","May 29, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Adam Saltsman, Robin Arnott","Finji"
"997","Elliot Quest","Nov 10, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Ansimuz Games","PlayEveryWare"
"1001","Run or Die","Dec 11, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Team Flow","Team Flow"
"1004","Thief Town","Dec 4, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rude Ghost","Rude Ghost"
"1006","3 Stars of Destiny","Mar 28, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Aldorlea Games","KOMODO"
"1011","Asteria","Jul 3, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Legend Studio","Legend Studio"
"1012","Haunted Past: Realm of Ghosts","Apr 10, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gogii Games","Strategy First"
"1013","ONE DAY for Ched","Sep 12, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bs1 & Bslteam","Bs1 & Bslteam"
"1014","Motorama","Nov 21, 2014","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","251 Games","KISS ltd"
"1015","Imagine Me","Mar 14, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","KinifiGames LLC","KinifiGames LLC"
"1017","Rooms: The Main Building","Jul 11, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","HandMade Game","Zero Rock Entertainment"
"1019","Disney•Pixar Brave: The Video Game","Oct 6, 2014","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Behaviour Interactive Inc.","Disney"
"1021","Amazing Princess Sarah","Aug 18, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Haruneko Entertainment","Haruneko Entertainment"
"1025","A.R.E.S. Extinction Agenda EX","Oct 3, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Extend Studio","ORiGO GAMES"
"1032","Fireworks Simulator","Nov 26, 2014","$11.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Reality Twist GmbH","rondomedia GmbH"
"1033","Instant Dungeon!","Nov 25, 2014","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","With The Love Studios","Flying Interactive"
"1034","Cavern Kings","Sep 30, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","VINE","VINE"
"1036","The Sun and Moon","Nov 14, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Daniel Linssen","Digerati, Kot in Action Creative Artel"
"1046","Dwelvers","Sep 11, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rasmus Ljunggren","Dancing Devils"
"1054","Bridge Constructor Playground","Jul 2, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ClockStone","Headup Publishing"
"1055","Ballad of Solar","May 22, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Alawar","ESDigital Games"
"1056","Viktor","Jun 13, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Shorebound Studios","Shorebound Studios"
"1057","Descent: FreeSpace – The Great War","May 7, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Volition Inc.","Interplay Inc."
"1063","Chuck's Challenge 3D 2020","Feb 28, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Niffler Ltd.","Niffler Ltd."
"1067","Probably Archery","Feb 6, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","South East Games","South East Games"
"1068","aerofly RC 7","Nov 6, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","IPACS","IPACS"
"1069","Luxuria Superbia","Jan 28, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Tale of Tales","Tale of Tales"
"1072","Heroes of a Broken Land","Aug 7, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Winged Pixel Inc.","Winged Pixel Inc."
"1075","Pro Cycling Manager 2014","Jun 19, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cyanide Studio",""
"1076","Acceleration of SUGURI X-Edition HD","Jul 1, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Orange_Juice","Rockin Android, Rockin' Android"
"1079","Last Knight: Rogue Rider Edition","Oct 3, 2014","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Toco Games","Toco Games"
"1081","Rex Rocket","Aug 5, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Castle Pixel, LLC.","Castle Pixel, LLC."
"1082","Marvin's Mittens","Dec 17, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Breakfall","Breakfall"
"1083","Dwarf Tower","Dec 23, 2014","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","iosoftware","iosoftware"
"1086","Sweezy Gunner","May 6, 2014","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Windybeard","Windybeard"
"1088","My Riding Stables: Life with Horses","Mar 27, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sproing","familyplay"
"1089","Mirror Mysteries","Apr 10, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Easy Co","Strategy First"
"1092","Darklands","Oct 17, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MPS Labs, MicroProse","Ziggurat"
"1098","Detective Case and Clown Bot in: Murder in the Hotel Lisbon","Jul 17, 2014","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nerd Monkeys","Nerd Monkeys"
"1099","Smooth Operators","Jun 10, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Heydeck Games","Heydeck Games"
"1105","Supreme Ruler 1936","May 9, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BattleGoat Studios","BattleGoat Studios"
"1107","Pivvot","Jul 14, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fixpoint Productions Ltd.","Fixpoint Productions Ltd."
"1111","Crazy Plant Shop","Aug 4, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Filament Classic","Filament Classic"
"1117","Ultionus: A Tale of Petty Revenge","Feb 25, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Last Dimension","Last Dimension"
